symbol,display_symbol,provider_symbol,name,exchange,is_etf,is_test_issue,raw_type,source,active
ADX,ADX,ADX,Adams Diversified Equity Fund Inc.,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
ADXN,ADXN,ADXN,Addex Therapeutics Ltd - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEAQ,AEAQ,AEAQ,Activate Energy Acquisition Corp. - Class A Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEAQU,AEAQU,AEAQU,Activate Energy Acquisition Corp. - Unit,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEAQW,AEAQW,AEAQW,Activate Energy Acquisition Corp. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEBI,AEBI,AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEC,AEC,AEC,Anfield Energy Inc. - Common Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEE,AEE,AEE,Ameren Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEF,AEF,AEF,"abrdn Emerging Markets ex-China Fund, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AEFC,AEFC,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEG,AEG,AEG,Aegon Ltd. New York Registry Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEHL,AEHL,AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEHR,AEHR,AEHR,Aehr Test Systems - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEI,AEI,AEI,Alset Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEIS,AEIS,AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEM,AEM,AEM,Agnico Eagle Mines Limited Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEMD,AEMD,AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEMS,AEMS,AEMS,Anfield Enhanced Market ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
AENT,AENT,AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AENTW,AENTW,AENTW,Alliance Entertainment Holding Corporation - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEO,AEO,AEO,"American Eagle Outfitters, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEON,AEON,AEON,"AEON Biopharma, Inc. Class A Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AEP,AEP,AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AER,AER,AER,AerCap Holdings N.V. Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AERO,AERO,AERO,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AERT,AERT,AERT,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AERTW,AERTW,AERTW,"Aeries Technology, Inc. - Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AES,AES,AES,The AES Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AESI,AESI,AESI,Atlas Energy Solutions Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AESR,AESR,AESR,Anfield U.S. Equity Sector Rotation ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
AETH,AETH,AETH,Bitwise Trendwise Ether and Treasuries Rotation Strategy ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AEVA,AEVA,AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AEXA,AEXA,AEXA,American Exceptionalism Acquisition Corp. A Class A Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AEYE,AEYE,AEYE,"AudioEye, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFB,AFB,AFB,AllianceBernstein National Municipal Income Fund Inc,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFBI,AFBI,AFBI,"Affinity Bancshares, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFCG,AFCG,AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFG,AFG,AFG,"American Financial Group, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFGB,AFGB,AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFGC,AFGC,AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFGD,AFGD,AFGD,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFGE,AFGE,AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFIF,AFIF,AFIF,Anfield Universal Fixed Income ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
AFIX,AFIX,AFIX,Allspring Broad Market Core Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AFJK,AFJK,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFJKR,AFJKR,AFJKR,"Aimei Health Technology Co., Ltd - Right",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFJKU,AFJKU,AFJKU,"Aimei Health Technology Co., Ltd - Unit",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFK,AFK,AFK,VanEck Africa Index ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AFL,AFL,AFL,AFLAC Incorporated Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AFLG,AFLG,AFLG,First Trust Active Factor Large Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AFMC,AFMC,AFMC,First Trust Active Factor Mid Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AFOS,AFOS,AFOS,ARS Focused Opportunity Strategy ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AFRI,AFRI,AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFRIW,AFRIW,AFRIW,Forafric Global PLC - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFRM,AFRM,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AFRU,AFRU,AFRU,T-REX 2X Long AFRM Daily Target ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
AFSC,AFSC,AFSC,abrdn Focused U.S. Small Cap Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AFSM,AFSM,AFSM,First Trust Active Factor Small Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AFYA,AFYA,AFYA,Afya Limited - Class A Common Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AG,AG,AG,First Majestic Silver Corp. Ordinary Shares (Canada),NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGAE,AGAE,AGAE,Allied Gaming & Entertainment Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGBK,AGBK,AGBK,AGI Inc Class A Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGCC,AGCC,AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGCO,AGCO,AGCO,AGCO Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGD,AGD,AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGEM,AGEM,AGEM,abrdn Emerging Markets Dividend Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AGEN,AGEN,AGEN,Agenus Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGG,AGG,AGG,iShares Core U.S. Aggregate Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGGA,AGGA,AGGA,EA Astoria Dynamic Core US Fixed Income ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AGGH,AGGH,AGGH,Simplify Aggregate Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGGS,AGGS,AGGS,Harbor Disciplined Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGGY,AGGY,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGH,AGH,AGH,Aureus Greenway Holdings Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGI,AGI,AGI,Alamos Gold Inc. Class A Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGIG,AGIG,AGIG,Abundia Global Impact Group Inc. Common stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AGIO,AGIO,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGIQ,AGIQ,AGIQ,SoFi Agentic AI ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGIX,AGIX,AGIX,KraneShares Artificial Intelligence & Technology ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AGL,AGL,AGL,"agilon health, inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM,AGM,AGM,Federal Agricultural Mortgage Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM$D,AGM$D,AGM$D,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM$E,AGM$E,AGM$E,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM$F,AGM$F,AGM$F,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM$G,AGM$G,AGM$G,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM$H,AGM$H,AGM$H,"Federal Agricultural Mortgage Corporation 6.500% Non-Cumulative Preferred Stock, Series H",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGM.A,AGM.A,AGM-A,Federal Agricultural Mortgage Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGMB,AGMB,AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGMH,AGMH,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGMI,AGMI,AGMI,Themes Silver Miners ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AGNC,AGNC,AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCL,AGNCL,AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCM,AGNCM,AGNCM,AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCN,AGNCN,AGNCN,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCO,AGNCO,AGNCO,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCP,AGNCP,AGNCP,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNCZ,AGNCZ,AGNCZ,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGNG,AGNG,AGNG,Global X Aging Population ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AGO,AGO,AGO,Assured Guaranty Ltd. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGOX,AGOX,AGOX,Adaptive Alpha Opportunities ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGPU,AGPU,AGPU,Axe Compute Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGQ,AGQ,AGQ,ProShares Ultra Silver,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGQI,AGQI,AGQI,First Trust Active Global Quality Income ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGRH,AGRH,AGRH,iShares Interest Rate Hedged U.S. Aggregate Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGRO,AGRO,AGRO,Adecoagro S.A. Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGRW,AGRW,AGRW,Allspring LT Large Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGRZ,AGRZ,AGRZ,Agroz Inc. - Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGX,AGX,AGX,"Argan, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AGYS,AGYS,AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AGZ,AGZ,AGZ,iShares  Agency Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AGZD,AGZD,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AHCO,AHCO,AHCO,AdaptHealth Corp.  - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AHG,AHG,AHG,Akso Health Group - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AHL$D,AHL$D,AHL$D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHL$E,AHL$E,AHL$E,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHL$F,AHL$F,AHL$F,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1,000th Interest in a 7.00% Perpetual Non-Cumulative Preference Share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHLT,AHLT,AHLT,AHL Trend ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AHMA,AHMA,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AHR,AHR,AHR,"American Healthcare REIT, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHRT,AHRT,AHRT,"AH Realty Trust, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHRT$A,AHRT$A,AHRT$A,"AH Realty Trust, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT,AHT,AHT,Ashford Hospitality Trust Inc Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT$D,AHT$D,AHT$D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT$F,AHT$F,AHT$F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT$G,AHT$G,AHT$G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT$H,AHT$H,AHT$H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHT$I,AHT$I,AHT$I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AHYB,AHYB,AHYB,American Century Select High Yield ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AI,AI,AI,"C3.ai, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIA,AIA,AIA,iShares Asia 50 ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIB,AIB,AIB,"BlockchAIn Digital Infrastructure, Inc Common Shares",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AIBD,AIBD,AIBD,Direxion Daily AI and Big Data Bear 2X ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIBU,AIBU,AIBU,Direxion Daily AI and Big Data Bull 2X ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIDX,AIDX,AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIEQ,AIEQ,AIEQ,Amplify AI Powered Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIFC,AIFC,AIFC,AI Financial Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIFD,AIFD,AIFD,TCW Artificial Intelligence ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIFF,AIFF,AIFF,"Firefly Neuroscience, Inc.  - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIFU,AIFU,AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIG,AIG,AIG,"American International Group, Inc. New Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIHS,AIHS,AIHS,Senmiao Technology Limited - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AII,AII,AII,"American Integrity Insurance Group, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIIA,AIIA,AIIA,AI Infrastructure Acquisition Corp. Class A Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIIA.R,AIIA.R,AIIA-R,"AI Infrastructure Acquisition Corp. Rights, each entitling the holder to receive one-fifth (1/5) of one Class A Ordinary Share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIIA.U,AIIA.U,AIIA-U,"AI Infrastructure Acquisition Corp. Units, each consisting of one Class A Ordinary Share and one Right",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIIO,AIIO,AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIIOW,AIIOW,AIIOW,Robo.ai Inc. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIM,AIM,AIM,AIM ImmunoTech Inc. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AIMD,AIMD,AIMD,"Ainos, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIMDW,AIMDW,AIMDW,"Ainos, Inc. - warrants",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIMS,AIMS,AIMS,Acuitas Small Cap Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIN,AIN,AIN,Albany International Corporation Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AINP,AINP,AINP,Allspring Income Plus ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AINT,AINT,AINT,FINQ DOLLAR NEUTRAL U.S. Large Cap AI-Managed Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIO,AIO,AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIOO,AIOO,AIOO,AllianzIM U.S. Equity Buffer100 Protection ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
AIOS,AIOS,AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIOT,AIOT,AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIP,AIP,AIP,"Arteris, Inc.  - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIPI,AIPI,AIPI,REX AI Equity Premium Income ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIPO,AIPO,AIPO,Defiance AI & Power Infrastructure ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIQ,AIQ,AIQ,Global X Artificial Intelligence & Technology ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIR,AIR,AIR,AAR Corp. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIRE,AIRE,AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRG,AIRG,AIRG,"Airgain, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRI,AIRI,AIRI,Air Industries Group Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
AIRJ,AIRJ,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRJW,AIRJW,AIRJW,AirJoule Technologies Corporation - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRO,AIRO,AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRR,AIRR,AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
AIRS,AIRS,AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRT,AIRT,AIRT,"Air T, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIRTP,AIRTP,AIRTP,"Air T, Inc. - Trust Preferred Securities",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIS,AIS,AIS,VistaShares Artificial Intelligence Supercycle ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AISP,AISP,AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AISPW,AISPW,AISPW,"Airship AI Holdings, Inc - Warrants",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
AIT,AIT,AIT,"Applied Industrial Technologies, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIUP,AIUP,AIUP,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIV,AIV,AIV,Apartment Investment and Management Company Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
AIVC,AIVC,AIVC,Amplify Bloomberg AI Value Chain ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
AIVI,AIVI,AIVI,WisdomTree International AI Enhanced Value Fund,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
